GNU EN A
 1.0000000     0.0000000
 0.9884000     0.0025890
 0.9686300     0.0069560
 0.9454600     0.0120440
 0.9187400     0.0178330
 0.8894700     0.0241000
 0.8593600     0.0304560
 0.8294700     0.0366560
 0.7998000     0.0427000
 0.7700600     0.0486440
 0.7401100     0.0544890
 0.7099000     0.0602220
 0.6795400     0.0658440
 0.6491000     0.0713110
 0.6186500     0.0766440
 0.5882400     0.0818330
 0.5579000     0.0869000
 0.5276500     0.0918110
 0.4975200     0.0965670
 0.4675300     0.1011440
 0.4377200     0.1055220
 0.4081800     0.1096780
 0.3789600     0.1135780
 0.3502000     0.1172220
 0.3221000     0.1205330
 0.2948900     0.1234330
 0.2688500     0.1258440
 0.2441700     0.1277220
 0.2209600     0.1289560
 0.1992400     0.1294780
 0.1790200     0.1292110
 0.1602900     0.1281560
 0.1430000     0.1262780
 0.1271200     0.1236220
 0.1125600     0.1202000
 0.0992500     0.1160330
 0.0870900     0.1111670
 0.0760400     0.1057110
 0.0660600     0.0998440
 0.0570800     0.0937110
 0.0490600     0.0874670
 0.0419000     0.0811670
 0.0355400     0.0749000
 0.0299100     0.0687110
 0.0249300     0.0626560
 0.0205500     0.0567220
 0.0167100     0.0509440
 0.0133500     0.0452780
 0.0104400     0.0397440
 0.0079600     0.0343560
 0.0058800     0.0291330
 0.0041900     0.0241110
 0.0028400     0.0192220
 0.0017700     0.0145560
 0.0009400     0.0097890
 0.0003300     0.0057560
 0.0000000     0.0000000
 0.0000200    -0.0004560
 0.0004800    -0.0069000
 0.0014300    -0.0097670
 0.0028800    -0.0133110
 0.0048400    -0.0165330
 0.0073200    -0.0195440
 0.0103100    -0.0222890
 0.0138100    -0.0248890
 0.0160000    -0.0262990
 0.0177800    -0.0274440
 0.0221700    -0.0299670
 0.0270200    -0.0324440
 0.0324100    -0.0348670
 0.0384100    -0.0372560
 0.0451400    -0.0396220
 0.0520000    -0.0417890
 0.0630000    -0.0448750
 0.0710400    -0.0469110
 0.0821900    -0.0494670
 0.0949800    -0.0521110
 0.1097400    -0.0548440
 0.1267400    -0.0576330
 0.1461700    -0.0604110
 0.1679900    -0.0630220
 0.1919100    -0.0653780
 0.2173900    -0.0674000
 0.2440700    -0.0690670
 0.2716300    -0.0703440
 0.2997700    -0.0712330
 0.3282100    -0.0717000
 0.3567300    -0.0717330
 0.3852600    -0.0713000
 0.4138400    -0.0704440
 0.4425600    -0.0691890
 0.4715500    -0.0675890
 0.5008400    -0.0656670
 0.5303500    -0.0634330
 0.5599900    -0.0609220
 0.5896700    -0.0581330
 0.6193800    -0.0550780
 0.6491700    -0.0517670
 0.6790600    -0.0482110
 0.7090300    -0.0444110
 0.7390200    -0.0404110
 0.7689200    -0.0362220
 0.7986900    -0.0319000
 0.8284700    -0.0274440
 0.8584800    -0.0228560
 0.8887400    -0.0181220
 0.9181600    -0.0134330
 0.9450600    -0.0090890
 0.9684100    -0.0052560
 0.9883200    -0.0019560
 1.0000000     0.0000000
